school_name,wm_source,wm_category,wm_rank,wm_social_mobility_rank,wm_research_rank,wm_service_rank,wm_grad_rate_8yr,wm_pell_graduates,wm_net_price
Michigan Technological Univ. (MI)*,bang4buck,Midwest,38,,,,,,
Texas College,bang4buck,South,38,,,,,,
Buffalo State College (NY)*,bang4buck,Northeast,38,,,,,,
Oregon Institute of Technology (OR)*,bang4buck,West,38,,,,,,
Colorado College,main,Liberal Arts Colleges,38,106.0,3.801333,0.0555454,0.8694609,0.0216467,11698.98
University of Virginia (VA)*,bang4buck,Southeast,38,,,,,,
CA State University–San Marcos (CA)*,main,Master's Universities,38,32.0,10.90033,0.0394421,0.666282,-0.0350387,10248.35
Brigham Young University,main,National Universities,39,8.0,42.69833,0.0,0.838188,-0.0974164,10561.91
Trinity Christian College,main,Bachelor's Colleges,39,24.0,0.0,0.1106838,0.6286435,0.0218976,15014.12
Mount Mary University,bang4buck,Midwest,39,,,,,,
Dickinson College,main,Liberal Arts Colleges,39,44.0,0.8313333,0.1301059,0.8416027,0.003091,11233.66
Northwestern OK State Univ. (OK)*,bang4buck,South,39,,,,,,
University of Baltimore (MD)*,bang4buck,Northeast,39,,,,,,
SUNY Fredonia (NY)*,main,Master's Universities,39,86.0,0.0,0.1189878,0.6341755,-0.1099856,12519.75
VA Polytech. Inst. & State Univ. (VA)*,bang4buck,Southeast,39,,,,,,
University of California–LA (CA)*,bang4buck,West,39,,,,,,
Rasmussen University (FL)°,main,Bachelor's Colleges,40,16.0,0.0,0.0,0.3691051,0.3412699,18310.24
Maryville Univ. of Saint Louis,bang4buck,Midwest,40,,,,,,
University of Texas–Tyler (TX)*,bang4buck,South,40,,,,,,
Boston College,bang4buck,Northeast,40,,,,,,
University of WA–Seattle (WA)*,bang4buck,West,40,,,,,,
Manhattan College,main,Master's Universities,40,35.0,1.604,0.1778347,0.7226762,0.0186011,25664.22
Arizona State University (AZ)*,main,National Universities,40,38.0,0.0,0.0861716,0.6762323,-0.1049287,10595.75
Saint Mary's College,main,Liberal Arts Colleges,40,31.0,0.0,0.0589946,0.7913114,-0.0296974,15783.25
Voorhees College,bang4buck,Southeast,40,,,,,,
Philander Smith College,bang4buck,South,41,,,,,,
Warner Pacific University,main,Bachelor's Colleges,41,25.0,0.0,0.0,0.5005139,0.0698729,18145.84
St. Olaf College,bang4buck,Midwest,41,,,,,,
Cal Poly Humboldt (CA)*,bang4buck,West,41,,,,,,
University of Richmond,main,Liberal Arts Colleges,41,25.0,2.477667,0.0598942,0.8438057,-0.0347925,12057.7
CA State Poly. Univ.–Pomona (CA)*,main,Master's Universities,41,17.0,7.438667,0.1694183,0.7755776,-0.0617847,10477.94
Trinity College of Florida,bang4buck,Southeast,41,,,,,,
Rutgers University–Camden (NJ)*,bang4buck,Northeast,41,,,,,,
Florida Atlantic University (FL)*,main,National Universities,41,17.0,58.02133,0.1240449,0.617552,0.0147967,6759.851
Florida Gulf Coast University (FL)*,bang4buck,Southeast,42,,,,,,
Whitworth University,main,Master's Universities,42,132.0,0.5093333,0.0665057,0.7656732,-0.1303719,18545.68
Milligan University,bang4buck,South,42,,,,,,
Northeastern Illinois University (IL)*,bang4buck,Midwest,42,,,,,,
SUNY New Paltz (NY)*,bang4buck,Northeast,42,,,,,,
Emory University,main,National Universities,42,127.0,873.3317,0.0807045,0.921772,-0.0095493,10175.27
Hannibal-LaGrange University,main,Bachelor's Colleges,42,68.0,0.0,0.0257732,0.6049918,0.0179949,20010.31
Kalamazoo College,main,Liberal Arts Colleges,42,60.0,0.6316667,0.090483,0.825072,-0.0146526,18887.01
University of CA–Riverside (CA)*,bang4buck,West,42,,,,,,
Univ. of AR–Grantham,bang4buck,Midwest,43,,,,,,
Washington Adventist Univ.,bang4buck,Northeast,43,,,,,,
SUNY Oswego (NY)*,main,Master's Universities,43,40.0,1.248667,0.0642526,0.661411,-0.0662605,12245.94
Gettysburg College,main,Liberal Arts Colleges,43,42.0,0.8636667,0.0045713,0.824402,0.0044433,15930.2
Michigan State University (MI)*,main,National Universities,43,49.0,727.5347,0.0299495,0.8211772,-0.1295494,9717.066
Fort Lewis College (CO)*,main,Bachelor's Colleges,43,92.0,2.020333,0.1523467,0.4608701,-0.0892713,12656.57
University of Southern CA,bang4buck,West,43,,,,,,
Prairie View A&M University (TX)*,bang4buck,South,43,,,,,,
University of West Florida (FL)*,bang4buck,Southeast,43,,,,,,
Grambling State University (LA)*,bang4buck,South,44,,,,,,
Wake Forest University,bang4buck,Southeast,44,,,,,,
CA State University–Long Beach (CA)*,main,National Universities,44,10.0,16.54167,0.0551716,0.8134813,-0.0274445,7086.175
Pacific Lutheran University,main,Master's Universities,44,131.0,0.438,0.0197855,0.7002443,-0.1047543,17158.32
Martin University,bang4buck,Midwest,44,,,,,,
College of Saint Benedict,main,Liberal Arts Colleges,44,65.0,1.120333,0.1286752,0.8053611,-0.1032287,18377.63
SUNY Albany (NY)*,bang4buck,Northeast,44,,,,,,
Univ. of Minnesota–Crookston (MN)*,main,Bachelor's Colleges,44,31.0,0.07,0.1912951,0.5155112,-0.080867,6474.424
Saint Martin's University,bang4buck,West,44,,,,,,
University of WA–Bothell (WA)*,bang4buck,West,45,,,,,,
Bowdoin College,bang4buck,Northeast,45,,,,,,
Appalachian State University (NC)*,main,Master's Universities,45,60.0,5.530667,0.1182627,0.7378889,-0.050596,10178.76
Millikin University,main,Bachelor's Colleges,45,72.0,0.0,0.0,0.6111752,-0.2293566,12557.26
Syracuse University,main,National Universities,45,72.0,152.9253,0.4036746,0.8261599,-0.0495209,19464.21
Agnes Scott College,bang4buck,Southeast,45,,,,,,
Knox College,main,Liberal Arts Colleges,45,90.0,0.0,0.218708,0.7291812,-0.0826663,18030.2
St. Edward's University,bang4buck,South,45,,,,,,
Maranatha Baptist University,bang4buck,Midwest,45,,,,,,
Tennessee Wesleyan University,bang4buck,South,46,,,,,,
University of Southern CA,main,National Universities,46,68.0,978.8893,0.0700723,0.927288,-0.0173723,16218.54
SUNY Oneonta (NY)*,bang4buck,Northeast,46,,,,,,
Mount St. Mary's Univ.–LA,bang4buck,West,46,,,,,,
SUNY College of Tech.–Delhi (NY)*,main,Bachelor's Colleges,46,39.0,0.309,0.15912,0.5338702,-0.0391192,14143.46
Providence College,main,Master's Universities,46,59.0,1.29,0.0721081,0.8465039,-0.0712474,22012.84
George Washington University,bang4buck,Southeast,46,,,,,,
Skidmore College,main,Liberal Arts Colleges,46,34.0,2.160333,0.0783869,0.8742134,0.0940123,13200.0
Lake Forest College,bang4buck,Midwest,46,,,,,,
University of South Florida (FL)*,main,National Universities,47,37.0,374.825,0.057412,0.7338691,-0.0221417,6238.227
GA Institute of Tech.–Main (GA)*,bang4buck,Southeast,47,,,,,,
Mansfield University of PA (PA)*,main,Bachelor's Colleges,47,27.0,0.0,0.0,0.5399325,-0.1549948,10087.75
SUNY Polytechnic Institute (NY)*,main,Master's Universities,47,54.0,411.5623,0.1587052,0.614323,-0.0524988,9398.426
Sterling College,bang4buck,Northeast,47,,,,,,
Agnes Scott College,main,Liberal Arts Colleges,47,41.0,0.312,0.0,0.721404,-0.0260502,16341.96
Parker University,bang4buck,South,47,,,,,,
Soka University of America,bang4buck,West,47,,,,,,
University of Northern Iowa (IA)*,bang4buck,Midwest,47,,,,,,
Calvin University,main,Master's Universities,48,402.0,2.637667,0.0540466,0.7592666,-0.1514459,20870.12
Florida State University (FL)*,main,National Universities,48,43.0,345.0067,0.0357578,0.8183904,-0.0099414,6352.219
Connecticut College,main,Liberal Arts Colleges,48,50.0,1.572333,0.1632183,0.8238307,0.0238997,17054.33
University of Utah (UT)*,bang4buck,West,48,,,,,,
NC Wesleyan College,main,Bachelor's Colleges,48,14.0,0.0,0.0905432,0.5968159,-0.1775426,16631.66
Gods Bible School and College,bang4buck,Midwest,48,,,,,,
Tuskegee University,bang4buck,Southeast,48,,,,,,
Johnson University,bang4buck,South,48,,,,,,
Strayer University–Lower Bucks (PA)°,bang4buck,Northeast,48,,,,,,
Mid-America Christian Univ.,bang4buck,South,49,,,,,,
Carnegie Mellon University,main,National Universities,49,80.0,413.0263,0.2045134,0.8577595,-0.0298963,16746.44
Valdosta State University (GA)*,bang4buck,Southeast,49,,,,,,
Warner Pacific University,bang4buck,West,49,,,,,,
Muhlenberg College,main,Liberal Arts Colleges,49,28.0,0.3776667,0.0485808,0.8321783,0.0386648,17492.92
Wheaton College,bang4buck,Midwest,49,,,,,,
SUNY Polytechnic Institute (NY)*,bang4buck,Northeast,49,,,,,,
Mississippi Univ. for Women (MS)*,main,Master's Universities,49,30.0,0.0,0.0560993,0.6614717,0.0290616,11262.42
Dalton State College (GA)*,main,Bachelor's Colleges,49,57.0,0.0,0.1439669,0.3455988,-0.0770126,4753.424
John Brown University,bang4buck,South,50,,,,,,
Boston College,main,National Universities,50,45.0,65.72567,0.1117766,0.9192929,-0.0411429,12607.81
Bard College,main,Liberal Arts Colleges,50,72.0,0.0,0.1392945,0.7480204,0.0478336,18242.41
Tuskegee University,main,Master's Universities,50,99.0,21.423,0.0236779,0.584958,0.2253422,33634.51
Lincoln University (MO)*,main,Bachelor's Colleges,50,140.0,8.299334,0.1360861,0.2970187,-0.1599594,9834.686
Columbia College,bang4buck,Southeast,50,,,,,,
Brown University,bang4buck,Northeast,50,,,,,,
University of Detroit Mercy,bang4buck,Midwest,50,,,,,,
Utah State University (UT)*,bang4buck,West,50,,,,,,
Stephen F. Austin State Univ. (TX)*,bang4buck,South,51,,,,,,
Univ. of NC–Asheville (NC)*,bang4buck,Southeast,51,,,,,,
Washington State University (WA)*,bang4buck,West,51,,,,,,
Monroe College (NY)°,bang4buck,Northeast,51,,,,,,
Polytech. U. of PR–Orlando,main,Bachelor's Colleges,51,13.0,0.0,0.0,0.5155889,0.25,17662.31
Ball State University (IN)*,bang4buck,Midwest,51,,,,,,
San Jose State University (CA)*,main,Master's Universities,51,37.0,59.69867,0.1053698,0.7482787,-0.0463652,12470.69
Bethune-Cookman University,main,Liberal Arts Colleges,51,11.0,0.757,0.0,0.3754748,-0.0786254,14569.99
SUNY Albany (NY)*,main,National Universities,51,55.0,127.4617,0.1317841,0.66366,-0.0283104,14790.0
St. Francis College,main,Bachelor's Colleges,52,28.0,0.0,0.1442457,0.5551691,-0.0779839,16931.58
University of CA–Santa Barbara (CA)*,bang4buck,West,52,,,,,,
Wesleyan College,bang4buck,Southeast,52,,,,,,
Pitzer College,main,Liberal Arts Colleges,52,77.0,0.275,0.054342,0.8507329,0.0701586,13022.54
Austin Peay State University (TN)*,bang4buck,South,52,,,,,,
University of MO–Columbia (MO)*,main,National Universities,52,193.0,384.423,0.443635,0.709278,-0.141508,13899.64
Western Washington Univ. (WA)*,main,Master's Universities,52,77.0,13.78467,0.0273663,0.7255425,-0.1114334,10538.09
Macalester College,bang4buck,Midwest,52,,,,,,
Colgate University,bang4buck,Northeast,52,,,,,,
Santa Clara University,bang4buck,West,53,,,,,,
Texas A&M–Commerce (TX)*,bang4buck,South,53,,,,,,
MA Maritime Academy (MA)*,main,Master's Universities,53,5.0,0.0,0.0433085,0.8090349,0.0006881,8072.216
Florida Memorial University,bang4buck,Southeast,53,,,,,,
University of Utah (UT)*,main,National Universities,53,71.0,633.9724,0.0328656,0.7054639,-0.1288709,8468.938
Embry-Riddle Aero.–Prescott,main,Bachelor's Colleges,53,71.0,0.0,0.0,0.6627132,-0.0536,33612.13
Lewis University,bang4buck,Midwest,53,,,,,,
La Roche University,bang4buck,Northeast,53,,,,,,
Denison University,main,Liberal Arts Colleges,53,96.0,0.786,0.3636781,0.828833,-0.0297232,16724.12
Providence College,bang4buck,Northeast,54,,,,,,
SUNY Oneonta (NY)*,main,Master's Universities,54,52.0,0.2386667,0.158414,0.7573143,-0.0765944,14421.59
Taylor University,main,Bachelor's Colleges,54,123.0,0.2166667,0.0,0.7643946,-0.1499231,19089.93
Univ. of WI–Stevens Point (WI)*,bang4buck,Midwest,54,,,,,,
Soka University of America,main,Liberal Arts Colleges,54,23.0,0.0,0.1124208,0.8921422,-0.0917658,10820.96
Fort Valley State University (GA)*,bang4buck,Southeast,54,,,,,,
Utah State University (UT)*,main,National Universities,54,73.0,324.7767,0.3071916,0.54616,-0.0404823,10456.1
Crowley's Ridge College,bang4buck,South,54,,,,,,
Central Washington University (WA)*,bang4buck,West,54,,,,,,
Madonna University,bang4buck,Midwest,55,,,,,,
San Diego State University (CA)*,bang4buck,West,55,,,,,,
Paul Quinn College,main,Bachelor's Colleges,55,38.0,0.0,0.0820421,0.2697038,0.0830388,8757.895
Radford University (VA)*,bang4buck,Southeast,55,,,,,,
St. John's College,main,Liberal Arts Colleges,55,95.0,0.0,0.0278599,0.6522271,0.0641765,23226.06
National Louis University,main,National Universities,55,59.0,0.0,0.10004,0.5248696,-0.0558403,14242.39
Johns Hopkins University,bang4buck,Northeast,55,,,,,,
University of Memphis (TN)*,bang4buck,South,55,,,,,,
Columbia College,main,Master's Universities,55,100.0,0.0,0.0,0.5882444,-0.026037,19093.84
DePauw University,main,Liberal Arts Colleges,56,17.0,0.244,0.0174552,0.858495,-0.0226773,17721.07
Livingstone College,bang4buck,Southeast,56,,,,,,
Tougaloo College,bang4buck,South,56,,,,,,
CUNY NYC College of Tech. (NY)*,main,Bachelor's Colleges,56,23.0,1.817333,0.0,0.3035278,-0.017148,4214.084
Hamilton College,bang4buck,Northeast,56,,,,,,
Bentley University,main,Master's Universities,56,8.0,1.122667,0.0447164,0.8960554,-0.01777,25552.94
Alverno College,bang4buck,Midwest,56,,,,,,
Western Washington Univ. (WA)*,bang4buck,West,56,,,,,,
GA Institute of Tech.–Main (GA)*,main,National Universities,56,96.0,1131.651,0.035176,0.9059679,-0.0539803,11462.43
Hiram College,bang4buck,Midwest,57,,,,,,
Alaska Pacific University,bang4buck,West,57,,,,,,
Talladega College,bang4buck,Southeast,57,,,,,,
SUNY Geneseo (NY)*,bang4buck,Northeast,57,,,,,,
Huston-Tillotson University,bang4buck,South,57,,,,,,
Emmaus Bible College,main,Bachelor's Colleges,57,19.0,0.0,0.1044156,0.7495777,-0.1052317,12035.2
Drew University,main,Liberal Arts Colleges,57,51.0,0.0,0.0485285,0.6729859,-0.0258015,15473.25
Bay Path University,main,Master's Universities,57,11.0,0.0,0.0291557,0.6290002,0.0459393,15956.18
Montclair State University (NJ)*,main,National Universities,57,22.0,22.40933,0.0783498,0.7052774,-0.0482545,12268.97
Portland State University (OR)*,bang4buck,West,58,,,,,,
Univ. of Nebraska–Kearney (NE)*,bang4buck,Midwest,58,,,,,,
Spring Hill College,main,Bachelor's Colleges,58,146.0,0.0,0.1345588,0.559216,-0.1839965,18309.93
College of Mount Saint Vincent,bang4buck,Northeast,58,,,,,,
Citadel: The Military Coll. of SC (SC)*,bang4buck,Southeast,58,,,,,,
Mississippi Valley State Univ. (MS)*,bang4buck,South,58,,,,,,
Goucher College,main,Liberal Arts Colleges,58,70.0,0.1666667,0.0,0.6828414,0.0163362,17612.85
John Brown University,main,Master's Universities,58,168.0,0.0,0.1449411,0.6891413,-0.0961002,17179.38
Univ. of TX–Rio Grande Valley (TX)*,main,National Universities,58,20.0,59.76333,0.0260034,0.566585,-0.0506106,4636.818
Indiana University–Bloomington (IN)*,bang4buck,Midwest,59,,,,,,
University of St. Thomas,bang4buck,South,59,,,,,,
Simpson University,bang4buck,West,59,,,,,,
Texas A&M International Univ. (TX)*,main,Master's Universities,59,33.0,3.764333,0.2249423,0.5395482,-0.0172964,3853.036
Texas A&M–College Station (TX)*,main,National Universities,59,99.0,376.9343,0.0936769,0.8338129,-0.1094159,13846.24
Hastings College,main,Bachelor's Colleges,59,119.0,0.0,0.0533937,0.5983387,-0.1064405,17778.04
Norfolk State University (VA)*,bang4buck,Southeast,59,,,,,,
CUNY NYC College of Tech. (NY)*,bang4buck,Northeast,59,,,,,,
Univ. of NC–Asheville (NC)*,main,Liberal Arts Colleges,59,49.0,5.202,0.0908467,0.6280926,-0.0559591,10584.82
SUNY Plattsburgh (NY)*,bang4buck,Northeast,60,,,,,,
Morris College,main,Bachelor's Colleges,60,65.0,0.0,0.0,0.2988762,-0.0969557,14564.2
Christian Brothers University,main,Master's Universities,60,93.0,0.0,0.0234933,0.5627671,0.0156397,11985.07
University of Redlands,bang4buck,West,60,,,,,,
Jarvis Christian College,bang4buck,South,60,,,,,,
FL Agricultural & Mechanical U. (FL)*,bang4buck,Southeast,60,,,,,,
California State Univ.–Fullerton (CA)*,main,National Universities,60,11.0,10.52567,0.0664742,0.7815211,-0.0491446,4623.451
Illinois State University (IL)*,bang4buck,Midwest,60,,,,,,
Bucknell University,main,Liberal Arts Colleges,60,58.0,4.928667,0.0505842,0.8924731,-0.0177569,24222.44
SUNY Cortland (NY)*,main,Master's Universities,61,104.0,0.3886667,0.1940596,0.7194854,-0.0939994,14771.24
CUNY City College (NY)*,bang4buck,Northeast,61,,,,,,
Ferris State University (MI)*,bang4buck,Midwest,61,,,,,,
University of Illinois–Chicago (IL)*,main,National Universities,61,40.0,427.435,0.0715897,0.6907393,-0.0501167,10289.56
Saint Augustine's University (NC)^^,bang4buck,Southeast,61,,,,,,
Alma College,main,Bachelor's Colleges,61,152.0,0.0,0.0364662,0.6633034,-0.1692713,20039.14
Pomona College,bang4buck,West,61,,,,,,
Wheaton College,main,Liberal Arts Colleges,61,52.0,1.278333,0.0646075,0.8805884,-0.0258819,17453.51
Lindsey Wilson College,bang4buck,South,61,,,,,,
Juniata College,main,Liberal Arts Colleges,62,91.0,0.6206667,0.0450064,0.7806177,-0.022141,17854.67
Langston University (OK)*,bang4buck,South,62,,,,,,
University of Georgia (GA)*,bang4buck,Southeast,62,,,,,,
Bethel College,main,Bachelor's Colleges,62,177.0,0.0,0.1693389,0.4773132,-0.167566,22312.02
Haverford College,bang4buck,Northeast,62,,,,,,
Rutgers University–Newark (NJ)*,main,National Universities,62,15.0,26.735,0.0,0.7187987,-0.0405049,12783.78
University of Scranton,main,Master's Universities,62,189.0,0.8106667,0.0482485,0.8119965,-0.1001441,25897.67
Marquette University,bang4buck,Midwest,62,,,,,,
Saint Mary’s College of CA,bang4buck,West,62,,,,,,
Barnard College,main,Liberal Arts Colleges,63,78.0,4.456,0.156184,0.9216372,0.0110662,15832.97
University of MI–Dearborn (MI)*,main,Master's Universities,63,65.0,8.143,0.0,0.574619,-0.062286,9403.578
Goshen College,bang4buck,Midwest,63,,,,,,
Welch College,bang4buck,South,63,,,,,,
Old Dominion University (VA)*,bang4buck,Southeast,63,,,,,,
University of MA–Amherst (MA)*,main,National Universities,63,90.0,226.1237,0.0695082,0.7993021,-0.0440852,11683.58
Syracuse University,bang4buck,Northeast,63,,,,,,
Colorado School of Mines (CO)*,bang4buck,West,63,,,,,,
Philander Smith College,main,Bachelor's Colleges,63,58.0,0.0563333,0.0,0.3880199,-0.097121,15296.02
New York University,main,National Universities,64,183.0,1095.678,0.2642142,0.8568929,-0.01794,21997.63
Univ. of NH–Manchester (NH)*,bang4buck,Northeast,64,,,,,,
University of Hawaii–Hilo (HI)*,bang4buck,West,64,,,,,,
Eastern Illinois University (IL)*,bang4buck,Midwest,64,,,,,,
North Carolina Central Univ. (NC)*,bang4buck,Southeast,64,,,,,,
Lewis & Clark College,main,Liberal Arts Colleges,64,141.0,2.732333,0.1066835,0.7522352,-0.0025089,22186.25
Sul Ross State University (TX)*,bang4buck,South,64,,,,,,
Univ. of Pittsburgh–Johnstown (PA)*,main,Bachelor's Colleges,64,40.0,0.0,0.0,0.5391565,-0.0672571,12850.3
Niagara University,main,Master's Universities,64,85.0,0.691,0.1061909,0.7452666,-0.1034719,14374.12
William & Mary (VA)*,bang4buck,Southeast,65,,,,,,
Baptist College of Florida,main,Bachelor's Colleges,65,29.0,0.0,0.1450594,0.5225801,-0.1461712,8438.28
University of Rochester,main,National Universities,65,168.0,419.0903,0.0484959,0.8772182,-0.0352263,17700.43
University of Maine–Fort Kent (ME)*,bang4buck,Northeast,65,,,,,,
SUNY Potsdam (NY)*,main,Master's Universities,65,105.0,0.3873333,0.1977947,0.5730381,-0.1086504,12164.33
Occidental College,main,Liberal Arts Colleges,65,76.0,3.461,0.1167528,0.8565203,0.0042043,16149.32
